date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,76.0,1.0024
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,oil and fats,Oil (groundnut),KG,actual,Retail,INR,144.14,1.9011
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,oil and fats,Oil (mustard),KG,actual,Retail,INR,94.0,1.2398
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,oil and fats,Oil (palm),KG,actual,Retail,INR,85.0,1.1211
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,oil and fats,Oil (soybean),KG,actual,Retail,INR,97.0,1.2793
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,oil and fats,Oil (sunflower),KG,actual,Retail,INR,97.0,1.2793
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,pulses and nuts,Lentils,KG,actual,Retail,INR,74.17,0.9782
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,68.0,0.8969
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,pulses and nuts,Lentils (moong),KG,actual,Retail,INR,110.0,1.4508
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,pulses and nuts,Lentils (urad),KG,actual,Retail,INR,100.0,1.3189
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,vegetables and fruits,Onions,KG,actual,Retail,INR,27.24,0.3593
2020-05-15,Gujarat,Rajkot,Rajkot,22.3,70.783333,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,14.0,0.1846
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,cereals and tubers,Potatoes,KG,actual,Retail,INR,25.38,0.3347
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,cereals and tubers,Rice,KG,actual,Retail,INR,30.0,0.3957
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,cereals and tubers,Wheat,KG,actual,Retail,INR,25.0,0.3297
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,cereals and tubers,Wheat flour,KG,actual,Retail,INR,27.0,0.3561
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,56.0,0.7386
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,20.0,0.2638
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,miscellaneous food,Sugar,KG,actual,Retail,INR,36.23,0.4778
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,miscellaneous food,Sugar (jaggery/gur),KG,actual,Retail,INR,40.0,0.5276
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,miscellaneous food,Tea (black),KG,actual,Retail,INR,220.0,2.9016
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,106.92,1.4102
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,oil and fats,Oil (groundnut),KG,actual,Retail,INR,150.0,1.9784
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,oil and fats,Oil (mustard),KG,actual,Retail,INR,120.0,1.5827
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,oil and fats,Oil (palm),KG,actual,Retail,INR,91.15,1.2022
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,oil and fats,Oil (soybean),KG,actual,Retail,INR,109.0,1.4376
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,oil and fats,Oil (sunflower),KG,actual,Retail,INR,131.0,1.7278
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,pulses and nuts,Lentils,KG,actual,Retail,INR,98.23,1.2956
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,75.0,0.9892
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,pulses and nuts,Lentils (moong),KG,actual,Retail,INR,112.0,1.4772
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,pulses and nuts,Lentils (urad),KG,actual,Retail,INR,98.46,1.2986
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,vegetables and fruits,Onions,KG,actual,Retail,INR,20.81,0.2745
2020-05-15,Haryana,Gurgaon,Gurgaon,28.4594965,77.0266383,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,16.85,0.2222
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,cereals and tubers,Potatoes,KG,actual,Retail,INR,20.26,0.2672
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,cereals and tubers,Rice,KG,actual,Retail,INR,30.55,0.4029
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,cereals and tubers,Wheat,KG,actual,Retail,INR,20.61,0.2718
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,cereals and tubers,Wheat flour,KG,actual,Retail,INR,24.0,0.3165
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,55.0,0.7254
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,19.0,0.2506
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,miscellaneous food,Sugar,KG,actual,Retail,INR,37.0,0.488
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,miscellaneous food,Sugar (jaggery/gur),KG,actual,Retail,INR,35.0,0.4616
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,miscellaneous food,Tea (black),KG,actual,Retail,INR,210.0,2.7697
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,90.0,1.187
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,oil and fats,Oil (groundnut),KG,actual,Retail,INR,145.48,1.9188
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,oil and fats,Oil (mustard),KG,actual,Retail,INR,100.0,1.3189
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,oil and fats,Oil (palm),KG,actual,Retail,INR,85.0,1.1211
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,oil and fats,Oil (soybean),KG,actual,Retail,INR,95.1,1.2543
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,oil and fats,Oil (sunflower),KG,actual,Retail,INR,102.0,1.3453
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,pulses and nuts,Lentils,KG,actual,Retail,INR,95.71,1.2623
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,75.26,0.9926
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,pulses and nuts,Lentils (moong),KG,actual,Retail,INR,109.1,1.4389
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,pulses and nuts,Lentils (urad),KG,actual,Retail,INR,97.68,1.2883
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,vegetables and fruits,Onions,KG,actual,Retail,INR,14.42,0.1902
2020-05-15,Haryana,Hisar,Hisar,29.166667,75.716667,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,11.58,0.1527
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,cereals and tubers,Potatoes,KG,actual,Retail,INR,18.9,0.2493
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,cereals and tubers,Rice,KG,actual,Retail,INR,27.0,0.3561
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,cereals and tubers,Wheat,KG,actual,Retail,INR,22.0,0.2902
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,cereals and tubers,Wheat flour,KG,actual,Retail,INR,25.0,0.3297
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,46.0,0.6067
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,18.0,0.2374
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,miscellaneous food,Sugar,KG,actual,Retail,INR,36.0,0.4748
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,miscellaneous food,Sugar (jaggery/gur),KG,actual,Retail,INR,35.0,0.4616
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,miscellaneous food,Tea (black),KG,actual,Retail,INR,185.0,2.44
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,87.13,1.1492
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,oil and fats,Oil (groundnut),KG,actual,Retail,INR,132.77,1.7511
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,oil and fats,Oil (mustard),KG,actual,Retail,INR,94.5,1.2464
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,oil and fats,Oil (palm),KG,actual,Retail,INR,84.9,1.1198
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,oil and fats,Oil (soybean),KG,actual,Retail,INR,105.0,1.3849
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,oil and fats,Oil (sunflower),KG,actual,Retail,INR,110.0,1.4508
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,pulses and nuts,Lentils,KG,actual,Retail,INR,97.6,1.2873
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,73.17,0.965
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,pulses and nuts,Lentils (moong),KG,actual,Retail,INR,111.67,1.4728
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,pulses and nuts,Lentils (urad),KG,actual,Retail,INR,106.63,1.4064
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,vegetables and fruits,Onions,KG,actual,Retail,INR,16.6,0.2189
2020-05-15,Haryana,Karnal,Karnal,29.683333,76.983333,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,16.1,0.2123
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,cereals and tubers,Potatoes,KG,actual,Retail,INR,25.0,0.3297
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,cereals and tubers,Rice,KG,actual,Retail,INR,36.0,0.4748
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,cereals and tubers,Wheat,KG,actual,Retail,INR,25.0,0.3297
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,cereals and tubers,Wheat flour,KG,actual,Retail,INR,28.0,0.3693
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,56.0,0.7386
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,20.0,0.2638
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,miscellaneous food,Sugar,KG,actual,Retail,INR,40.0,0.5276
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,miscellaneous food,Sugar (jaggery/gur),KG,actual,Retail,INR,46.0,0.6067
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,miscellaneous food,Tea (black),KG,actual,Retail,INR,210.0,2.7697
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,104.0,1.3717
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,oil and fats,Oil (groundnut),KG,actual,Retail,INR,159.0,2.0971
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,oil and fats,Oil (mustard),KG,actual,Retail,INR,120.0,1.5827
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,oil and fats,Oil (palm),KG,actual,Retail,INR,98.0,1.2925
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,oil and fats,Oil (soybean),KG,actual,Retail,INR,120.0,1.5827
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,oil and fats,Oil (sunflower),KG,actual,Retail,INR,120.0,1.5827
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,pulses and nuts,Lentils,KG,actual,Retail,INR,105.0,1.3849
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,86.0,1.1343
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,pulses and nuts,Lentils (moong),KG,actual,Retail,INR,108.73,1.4341
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,pulses and nuts,Lentils (urad),KG,actual,Retail,INR,110.0,1.4508
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,vegetables and fruits,Onions,KG,actual,Retail,INR,26.0,0.3429
2020-05-15,Haryana,Panchkula,Panchkula,30.6942091,76.8605649999999,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,30.0,0.3957
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,cereals and tubers,Potatoes,KG,actual,Retail,INR,20.74,0.2735
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,cereals and tubers,Rice,KG,actual,Retail,INR,34.68,0.4574
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,cereals and tubers,Wheat flour,KG,actual,Retail,INR,27.26,0.3595
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,50.0,0.6595
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,20.0,0.2638
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,miscellaneous food,Sugar,KG,actual,Retail,INR,39.52,0.5212
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,miscellaneous food,Sugar (jaggery/gur),KG,actual,Retail,INR,45.68,0.6025
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,miscellaneous food,Tea (black),KG,actual,Retail,INR,313.55,4.1355
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,96.13,1.2679
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,oil and fats,Oil (groundnut),KG,actual,Retail,INR,132.1,1.7423
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,oil and fats,Oil (mustard),KG,actual,Retail,INR,125.84,1.6597
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,oil and fats,Oil (soybean),KG,actual,Retail,INR,96.1,1.2675
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,pulses and nuts,Lentils,KG,actual,Retail,INR,86.1,1.1356
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,77.42,1.0211
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,pulses and nuts,Lentils (moong),KG,actual,Retail,INR,116.45,1.5359
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,pulses and nuts,Lentils (urad),KG,actual,Retail,INR,101.42,1.3376
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,vegetables and fruits,Onions,KG,actual,Retail,INR,22.55,0.2974
2020-05-15,Himachal Pradesh,Mandi,Mandi,31.716667,76.916667,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,26.94,0.3553
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,cereals and tubers,Potatoes,KG,actual,Retail,INR,24.19,0.319
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,cereals and tubers,Rice,KG,actual,Retail,INR,35.0,0.4616
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,cereals and tubers,Wheat flour,KG,actual,Retail,INR,28.0,0.3693
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,40.0,0.5276
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,20.0,0.2638
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,miscellaneous food,Sugar,KG,actual,Retail,INR,40.0,0.5276
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,miscellaneous food,Sugar (jaggery/gur),KG,actual,Retail,INR,42.0,0.5539
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,miscellaneous food,Tea (black),KG,actual,Retail,INR,180.0,2.374
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,101.0,1.3321
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,oil and fats,Oil (groundnut),KG,actual,Retail,INR,158.0,2.0839
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,oil and fats,Oil (mustard),KG,actual,Retail,INR,131.0,1.7278
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,oil and fats,Oil (soybean),KG,actual,Retail,INR,103.94,1.3709
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,pulses and nuts,Lentils,KG,actual,Retail,INR,100.0,1.3189
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,65.0,0.8573
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,pulses and nuts,Lentils (moong),KG,actual,Retail,INR,107.26,1.4147
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,pulses and nuts,Lentils (urad),KG,actual,Retail,INR,95.0,1.253
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,vegetables and fruits,Onions,KG,actual,Retail,INR,16.29,0.2149
2020-05-15,Himachal Pradesh,Shimla,Shimla,31.103333,77.172222,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,16.84,0.2221
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,cereals and tubers,Potatoes,KG,actual,Retail,INR,23.0,0.3034
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,cereals and tubers,Rice,KG,actual,Retail,INR,35.37,0.4665
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,cereals and tubers,Wheat,KG,actual,Retail,INR,30.74,0.4054
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,cereals and tubers,Wheat flour,KG,actual,Retail,INR,28.0,0.3693
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,45.0,0.5935
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,20.0,0.2638
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,miscellaneous food,Sugar,KG,actual,Retail,INR,40.0,0.5276
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,miscellaneous food,Sugar (jaggery/gur),KG,actual,Retail,INR,40.0,0.5276
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,miscellaneous food,Tea (black),KG,actual,Retail,INR,260.0,3.4292
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,90.0,1.187
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,oil and fats,Oil (groundnut),KG,actual,Retail,INR,168.0,2.2158
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,oil and fats,Oil (mustard),KG,actual,Retail,INR,114.58,1.5112
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,oil and fats,Oil (palm),KG,actual,Retail,INR,98.0,1.2925
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,oil and fats,Oil (soybean),KG,actual,Retail,INR,115.32,1.521
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,oil and fats,Oil (sunflower),KG,actual,Retail,INR,120.95,1.5952
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,pulses and nuts,Lentils,KG,actual,Retail,INR,94.84,1.2509
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,75.95,1.0017
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,pulses and nuts,Lentils (moong),KG,actual,Retail,INR,114.74,1.5133
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,pulses and nuts,Lentils (urad),KG,actual,Retail,INR,100.0,1.3189
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,vegetables and fruits,Onions,KG,actual,Retail,INR,16.58,0.2187
2020-05-15,Jharkhand,Ranchi,Ranchi,23.35,85.333333,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,16.32,0.2152
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Potatoes,KG,actual,Retail,INR,31.43,0.4145
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,37.52,0.4949
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat flour,KG,actual,Retail,INR,36.0,0.4748
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,milk and dairy,Milk,L,actual,Retail,INR,38.0,0.5012
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,38.0,0.5012
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,11.0,0.1451
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,miscellaneous food,Sugar,KG,actual,Retail,INR,38.0,0.5012
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,miscellaneous food,Sugar (jaggery/gur),KG,actual,Retail,INR,60.14,0.7932
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,miscellaneous food,Tea (black),KG,actual,Retail,INR,235.24,3.1026
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,87.81,1.1581
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,oil and fats,Oil (groundnut),KG,actual,Retail,INR,165.24,2.1794
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,oil and fats,Oil (mustard),KG,actual,Retail,INR,132.0,1.741
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,oil and fats,Oil (palm),KG,actual,Retail,INR,97.33,1.2837
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,oil and fats,Oil (soybean),KG,actual,Retail,INR,90.0,1.187
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,oil and fats,Oil (sunflower),KG,actual,Retail,INR,107.71,1.4206
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,pulses and nuts,Lentils,KG,actual,Retail,INR,105.14,1.3867
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,79.0,1.0419
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,pulses and nuts,Lentils (moong),KG,actual,Retail,INR,113.24,1.4935
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,pulses and nuts,Lentils (urad),KG,actual,Retail,INR,126.0,1.6618
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,vegetables and fruits,Onions,KG,actual,Retail,INR,27.9,0.368
2020-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,17.71,0.2336
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Potatoes,KG,actual,Retail,INR,23.71,0.3127
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Rice,KG,actual,Retail,INR,40.86,0.5389
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,32.57,0.4296
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat flour,KG,actual,Retail,INR,36.71,0.4842
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,33.0,0.4352
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,19.0,0.2506
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,miscellaneous food,Sugar,KG,actual,Retail,INR,37.67,0.4968
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,miscellaneous food,Sugar (jaggery/gur),KG,actual,Retail,INR,54.71,0.7216
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,miscellaneous food,Tea (black),KG,actual,Retail,INR,330.0,4.3524
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,oil and fats,Ghee (vanaspati),KG,actual,Retail,INR,106.43,1.4037
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,oil and fats,Oil (groundnut),KG,actual,Retail,INR,126.29,1.6657
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,oil and fats,Oil (mustard),KG,actual,Retail,INR,123.38,1.6273
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,oil and fats,Oil (palm),KG,actual,Retail,INR,87.71,1.1568
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,oil and fats,Oil (soybean),KG,actual,Retail,INR,112.29,1.481
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,oil and fats,Oil (sunflower),KG,actual,Retail,INR,96.57,1.2737
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,pulses and nuts,Lentils,KG,actual,Retail,INR,91.0,1.2002
2020-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,75.0,0.9892
